国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,陸生節足動物,クロゴケグモ,Latrodectus mactans,3,定着初期／限定分布,4,5,特定外来,
,,,その他の無脊椎動物,カワヒバリガイ,Limnoperna spp.,13,分布拡大期～まん延期,14,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,その他の無脊椎動物,ウチダザリガニ（タンカイザリガニを含む）,Pacifastacus leniusculus,1,定着初期／限定分布,123,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,その他の無脊椎動物,アメリカザリガニ,Procambarus clarkii,1,分布拡大期～まん延期,13,5,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,その他の無脊椎動物,ニューギニアヤリガタリクウズムシ,Platydemus manokwari,12,小笠原・南西諸島,123,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,アナウサギ,Oryctolagus cuniculus,1,定着初期／限定分布,13,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,ハリネズミ属（アムールハリネズミ（マンシュウハリネズミ）など）,Erinaceus spp.,1,定着初期／限定分布,1,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,ハクビシン,Paguma larvata,3,分布拡大期～まん延期,14,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,ノイヌ,Canis lupus,1,分布拡大期～まん延期,123,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,ミンク,Neovison vison,1,分布拡大期～まん延期,1,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,ノブタ・イノブタ（ブタ・イノブタの野生化したもの）,Sus scrofa,1,分布拡大期～まん延期,14,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,シカ属（国内産ニホンジカを除く）,Cervus spp.,14,定着初期／限定分布,14,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,シマリス,Tamias sibiricus,1,定着初期／限定分布？,1,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,ハツカネズミ,Mus musculus,3,分布拡大期～まん延期,14,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,マスクラット,Ondatra ziberhicus,1,定着初期／限定分布,14,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,哺乳類,ドブネズミ,Rattus norvegicus,13,分布拡大期～まん延期,1234,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,鳥類,ガビチョウ,Garrulax canorus,1,分布拡大期～まん延期,1,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,鳥類,カオグロガビチョウ,Garrulax perspicillatus,1,分布拡大期～まん延期,1,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,鳥類,カオジロガビチョウ,Garrulax sannio,1,分布拡大期～まん延期,1,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,鳥類,ソウシチョウ,Leiothrix lutea,1,分布拡大期～まん延期,1,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,爬虫類,グリーンイグアナ,Iguana iguana,4,小笠原・南西諸島,12,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,両生類,チュウゴクオオサンショウウオ,Andrias davidianus,1,定着初期／限定分布,13,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,両生類,ウシガエル,Rana catesbeiana（Lithobates catesbeianus),1,分布拡大期～まん延期,13,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,両生類,シロアゴガエル,Polypedates leucomystax,12,小笠原・南西諸島,123,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,魚類,タイリクバラタナゴ,Rhodeus ocellatus ocellatus,12,分布拡大期～まん延期,123,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,魚類,カダヤシ,Gambusia affinis,1,分布拡大期～まん延期,13,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,昆虫類,ホソオチョウ（ホソオアゲハ）,Sericinus montela,1,分布拡大期～まん延期,1,,*,
